Date,JP Morgan,Apple,Amazon,Walmart,Target,Microsoft
2012-01-03,,,,,,
2012-01-04,0.006314686422632831,0.005359620548749286,-0.008526468333701725,-0.010329788218933739,-0.02215254713187171,0.023261361505728124
2012-01-05,0.020671669190481745,0.011041027161693813,0.0005632028267119116,-0.004868897046347268,-0.0302528672526947,0.01016691796803411
2012-01-06,-0.00900892346585113,0.01039949635369817,0.027762596388696395,-0.0070933018667017214,0.009028930730102936,0.015415338260926463
2012-01-09,-0.0016984311368404502,-0.0015874446507328167,-0.02242798401524989,0.003046197092905736,-0.007792746003324748,-0.013250268620465014
2012-01-10,0.02102361764843144,0.003573891933287226,0.0043587167635209525,-0.0023687582790266454,0.004518864696467001,0.003598694616977135
2012-01-11,0.016779773580250908,-0.0016314297146031457,-0.0024564899769712297,0.006079450042778715,0.004906811351143216,-0.004319835049732418
2012-01-12,0.0051692745161679285,-0.0027491340281777304,-0.016740744329122623,0.0016819265415948636,0.015783627102807448,0.01005056861893762
2012-01-13,-0.025561265317909115,-0.003756482455888636,0.014054056393518645,0.0006718306165206016,0.0002009318495821865,0.008888985181544674
2012-01-17,-0.02852106839838105,0.011580819132569796,0.017996559771050847,0.005193432910896118,0.001203385994071621,0.0003540395475299485
2012-01-18,0.045634278198950454,0.01033021148297524,0.04193553634992424,0.0026695133891990455,-0.00020027224346408424,-0.0010626642005939148
2012-01-19,0.010616630683644617,-0.003174215438638743,0.026102680324318523,0.009948879716181445,0.020443323765895367,-0.0039039725133972122
2012-01-20,0.011576251064861185,-0.01757033973646855,-0.018268154604153212,0.006577831400282317,-0.014445680836645592,0.05500250602708461
2012-01-23,0.007998233293850424,0.016774951783483996,-0.025676502828605844,-0.0016404261264955197,-0.000398684119173209,0.0006729345219471534
2012-01-24,0.0,-0.016513212803764186,0.004878270178795889,0.007849682414691687,0.011892739509805248,-0.013204973853257852
2012-01-25,-0.001594759500364344,0.06056706481324199,0.004268945683268439,0.0013022839692474549,0.007655405203712263,0.007470746207675785
2012-01-26,-0.002929615713026017,-0.004554982112724318,0.028969281526630107,-0.008167339415261628,-0.012593605012876303,-0.002031873786127865
2012-01-27,-0.007496636276436257,0.005942355412728878,0.010548345324020932,-0.004273574354415319,-0.00895086855500575,-0.009194952797712364
2012-01-30,-0.005389449033822309,0.01272914223681762,-0.016618905235471593,0.009671680749946317,0.005578983711289308,0.01291671838456612
