Date,JP Morgan,Apple,Amazon,Walmart,Target,Microsoft
2017-01-03,,,,,,
2017-01-04,0.0018429311978252687,-0.0011196586679495689,0.00464647301631583,0.005808709677274187,0.01446497748376645,-0.004484483518135872
2017-01-05,-0.009247962702599134,0.005072198412230308,0.030269616426223996,0.0021696278485341296,-0.017080400847470506,0.0
2017-01-06,0.00011602717671998656,0.01108673601671172,0.019715957739975132,-0.013821238808342726,-0.015555659829462167,0.008630522247742642
2017-01-09,0.0006965146217674648,0.0091177508173493,0.001167703507288725,0.006570806439842261,-0.00014003143395165774,-0.003187769484447467
2017-01-10,0.0028968282496875343,0.0010080546321163354,-0.0012808103905381707,-0.007010378035295172,0.0,-0.00031927676577460807
2017-01-11,0.007492567820842654,0.005358741127067197,0.003912478289611972,0.0043873603739423275,0.0025168103435201645,0.00906119191654622
2017-01-12,-0.009693471858137504,-0.004184051701010258,0.018132006141166754,-0.008205202557336321,-0.005039907336043625,-0.009221001442537338
2017-01-13,0.0053200901555943,-0.0017624489798396515,0.004292412484765232,-0.012435565534180662,-0.014988806393642355,0.0014363717772352697
2017-01-17,-0.0370084299534791,0.008032082133738764,-0.009121890314228257,0.019033998118708075,0.010628468991411455,-0.0027150362941485316
2017-01-18,0.004656715989243759,-8.339976133701407e-05,-0.0027702098070148586,-0.004541192298161817,-0.059383182722709336,-0.00047972963549980163
2017-01-19,-0.007653766438730886,-0.0017516384483211415,0.0019300507014308483,-0.007219924259731655,-0.022081977801275077,-0.0032052723191165066
2017-01-20,0.0044317449804191535,0.0018350382096580919,-0.0008779580464918789,-0.006528199357374871,-0.019924938423018256,0.007038007213979117
2017-01-23,0.00047831849598761354,0.0006662669220935604,0.011745257952587861,-0.00792097763470672,-0.0039078050576774204,0.0035002178808587678
2017-01-24,0.01199322557951136,-0.0009162826217787222,0.005559920523586129,0.011190340353600822,0.008732446778594485,0.008855287487192396
2017-01-25,0.015344297571985185,0.015795273747447828,0.01697486266869307,-0.00759556141194157,0.009118291904155126,0.002515913697625952
2017-01-26,0.008334054132874965,0.0004922027809802619,0.0031390512706332713,-0.002394629522599234,-0.012851496178633142,0.009222208781122853
